"Date","Price","Open","High","Low","Change %"
"03/21/2018","119.95","119.97","120.25","119.69","-0.64%"
"03/20/2018","120.72","120.89","120.89","120.66","-0.23%"
"03/19/2018","121.00","120.97","121.11","120.72","0.02%"
"03/16/2018","120.97","121.08","121.19","120.91","-0.10%"
"03/15/2018","121.09","121.09","121.28","121.00","-0.04%"
"03/14/2018","121.14","120.98","121.28","120.84","0.18%"
"03/13/2018","120.92","120.83","121.14","120.70","0.07%"
"03/12/2018","120.84","120.61","120.88","120.55","0.15%"
"03/09/2018","120.66","120.81","120.84","120.47","-0.12%"
"03/08/2018","120.80","120.64","120.92","120.59","0.13%"
"03/07/2018","120.64","120.72","121.06","120.61","-0.02%"
"03/06/2018","120.67","120.66","120.84","120.45","0.01%"
"03/05/2018","120.66","120.78","121.22","120.53","-0.12%"
"03/02/2018","120.80","121.17","121.30","120.69","-0.33%"
"03/01/2018","121.20","120.69","121.30","120.62","0.45%"
"02/28/2018","120.66","120.45","120.70","120.30","0.22%"
"02/27/2018","120.39","120.77","120.89","120.25","-0.36%"
"02/26/2018","120.83","120.73","121.02","120.66","0.08%"
"02/23/2018","120.73","120.38","120.83","120.25","0.26%"
"02/22/2018","120.42","120.14","120.48","120.09","0.18%"
"02/21/2018","120.20","120.48","120.61","120.06","-0.23%"
"02/20/2018","120.48","120.56","120.66","120.16","0.03%"
"02/19/2018","120.44","120.58","120.59","120.41","-0.12%"
"02/18/2018","120.59","120.56","120.66","120.56","0.01%"
"02/16/2018","120.58","120.31","120.78","120.30","0.11%"
"02/15/2018","120.45","120.41","120.56","120.03","0.10%"
"02/14/2018","120.33","121.03","121.23","120.27","-0.55%"
"02/13/2018","121.00","120.84","121.14","120.84","0.09%"
"02/12/2018","120.89","120.94","121.05","120.62","-0.23%"
"02/09/2018","121.17","121.03","121.58","120.80","0.23%"
"02/08/2018","120.89","121.08","121.25","120.53","-0.09%"
"02/07/2018","121.00","121.20","121.61","120.86","-0.40%"
"02/06/2018","121.48","121.95","122.59","121.17","0.17%"
"02/05/2018","121.27","120.81","122.06","120.56","0.45%"
"02/02/2018","120.73","121.09","121.20","120.66","-0.40%"
"02/01/2018","121.22","121.67","121.67","121.08","-0.30%"
"01/31/2018","121.58","121.66","121.86","121.33","-0.05%"
"01/30/2018","121.64","121.81","121.95","121.53","-0.14%"
"01/29/2018","121.81","122.05","122.12","121.56","-0.20%"
"01/26/2018","122.06","122.44","122.45","121.98","-0.31%"
"01/25/2018","122.44","122.25","122.47","121.97","0.20%"
"01/24/2018","122.20","122.48","122.55","122.14","-0.18%"
"01/23/2018","122.42","122.17","122.52","122.12","0.27%"
"01/22/2018","122.09","122.28","122.36","122.05","-0.16%"
"01/19/2018","122.28","122.38","122.50","122.11","-0.14%"
"01/18/2018","122.45","122.55","122.59","122.34","-0.17%"
"01/17/2018","122.66","122.98","123.06","122.55","-0.26%"
"01/16/2018","122.98","122.92","123.16","122.84","0.03%"
"01/15/2018","122.94","122.95","123.03","122.91","-0.01%"
"01/14/2018","122.95","122.92","122.97","122.92","0.01%"
"01/12/2018","122.94","122.98","123.06","122.62","-0.15%"
"01/11/2018","123.12","122.97","123.16","122.86","0.10%"
"01/10/2018","123.00","122.98","123.09","122.70","-0.04%"
"01/09/2018","123.05","123.47","123.50","122.98","-0.35%"
"01/08/2018","123.48","123.48","123.62","123.41","-0.03%"
"01/05/2018","123.52","123.67","123.88","123.47","-0.12%"
"01/04/2018","123.67","123.77","123.78","123.42","-0.09%"
"01/03/2018","123.78","123.69","123.89","123.64","0.07%"
"01/02/2018","123.69","123.98","124.00","123.53","-0.25%"
"01/01/2018","124.00","123.98","124.00","123.95","-0.04%"
"12/29/2017","124.05","123.83","124.08","123.81","0.17%"
"12/28/2017","123.84","123.95","123.97","123.77","-0.11%"
"12/27/2017","123.98","123.56","124.02","123.53","0.29%"
"12/26/2017","123.62","123.48","123.67","123.42","0.14%"
"12/25/2017","123.45","123.47","123.52","123.44","-0.02%"
"12/22/2017","123.47","123.47","123.55","123.44","-0.04%"
"12/21/2017","123.52","123.45","123.62","123.39","0.06%"
"12/20/2017","123.45","123.72","123.83","123.42","-0.35%"
"12/19/2017","123.88","124.42","124.45","123.86","-0.46%"
"12/18/2017","124.45","124.55","124.62","124.44","-0.15%"
"12/15/2017","124.64","124.73","124.81","124.48","-0.11%"
"12/14/2017","124.78","124.83","124.84","124.50","-0.04%"
"12/13/2017","124.83","124.33","124.88","124.16","0.38%"
"12/12/2017","124.36","124.48","124.56","124.27","-0.11%"
"12/11/2017","124.50","124.48","124.73","124.48","-0.02%"
"12/08/2017","124.52","124.56","124.70","124.41","0.00%"
"12/07/2017","124.52","124.67","124.86","124.52","-0.25%"
"12/06/2017","124.83","124.61","124.95","124.56","0.19%"
"12/05/2017","124.59","124.53","124.64","124.36","0.07%"
"12/04/2017","124.50","124.20","124.58","124.20","-0.14%"
"12/01/2017","124.67","124.34","125.09","124.19","0.29%"
"11/30/2017","124.31","124.59","124.66","124.19","-0.33%"
"11/29/2017","124.72","125.05","125.11","124.52","-0.20%"
"11/28/2017","124.97","125.08","125.23","124.94","-0.12%"
"11/27/2017","125.12","124.98","125.14","124.84","0.12%"
"11/24/2017","124.97","125.09","125.14","124.89","-0.10%"
"11/23/2017","125.09","125.07","125.12","125.00","-0.02%"
"11/22/2017","125.11","124.73","125.14","124.61","0.34%"
"11/21/2017","124.69","124.70","124.92","124.59","0.00%"
"11/20/2017","124.69","124.97","125.14","124.69","-0.18%"
"11/17/2017","124.91","124.80","125.08","124.77","0.04%"
"11/16/2017","124.86","125.12","125.12","124.77","-0.15%"
"11/15/2017","125.05","124.80","125.22","124.77","0.26%"
"11/14/2017","124.73","124.61","124.83","124.50","0.09%"
"11/13/2017","124.62","124.67","124.91","124.55","-0.06%"
"11/10/2017","124.70","125.12","125.16","124.66","-0.39%"
"11/09/2017","125.19","125.17","125.33","125.05","-0.05%"
"11/08/2017","125.25","125.38","125.47","125.16","-0.14%"
"11/07/2017","125.42","125.39","125.47","125.19","0.05%"
"11/06/2017","125.36","125.23","125.42","125.11","0.16%"
"11/03/2017","125.16","125.16","125.41","125.02","0.02%"
"11/02/2017","125.14","124.97","125.27","124.89","0.18%"
"11/01/2017","124.91","124.88","125.14","124.72","-0.02%"
"10/31/2017","124.94","125.00","125.11","124.88","-0.06%"
"10/30/2017","125.02","124.73","125.05","124.72","0.35%"
"10/27/2017","124.59","124.30","124.75","124.20","0.17%"
"10/26/2017","124.38","124.55","124.73","124.28","-0.06%"
"10/25/2017","124.45","124.64","124.69","124.19","-0.22%"
"10/24/2017","124.73","124.97","125.02","124.56","-0.15%"
"10/23/2017","124.92","124.78","125.00","124.72","0.07%"
"10/20/2017","124.83","125.34","125.42","124.78","-0.35%"
"10/19/2017","125.27","125.08","125.50","125.08","0.10%"
"10/18/2017","125.14","125.42","125.44","125.05","-0.24%"
"10/17/2017","125.44","125.45","125.52","125.22","0.02%"
"10/16/2017","125.42","125.72","125.73","125.36","-0.22%"
"10/13/2017","125.70","125.41","125.80","125.31","0.25%"
"10/12/2017","125.39","125.19","125.44","125.16","0.13%"
"10/11/2017","125.23","125.12","125.36","125.06","-0.03%"
"10/10/2017","125.27","125.14","125.44","125.02","0.14%"
"10/09/2017","125.09","125.05","125.17","124.98","0.05%"
"10/06/2017","125.03","125.17","125.22","124.70","-0.10%"
"10/05/2017","125.16","125.38","125.44","125.09","-0.14%"
"10/04/2017","125.33","125.39","125.61","125.19","0.00%"
"10/03/2017","125.33","125.22","125.41","125.05","0.06%"
"10/02/2017","125.25","125.23","125.39","124.94","-0.05%"
"09/29/2017","125.31","125.53","125.62","125.20","-0.19%"
"09/28/2017","125.55","125.42","125.56","125.06","0.09%"
"09/27/2017","125.44","125.94","125.95","125.31","-0.44%"
"09/26/2017","126.00","126.03","126.12","125.83","-0.05%"
"09/25/2017","126.06","125.75","126.14","125.72","0.26%"
"09/22/2017","125.73","125.59","125.94","125.58","0.09%"
"09/21/2017","125.62","125.69","125.91","125.56","-0.57%"
"09/20/2017","126.34","126.31","126.44","126.30","0.05%"
"09/19/2017","126.28","126.45","126.50","126.25","-0.08%"
"09/18/2017","126.38","126.53","126.56","126.36","-0.17%"
"09/15/2017","126.59","126.81","126.83","126.52","-0.08%"
"09/14/2017","126.69","126.80","126.81","126.47","-0.02%"
"09/13/2017","126.72","126.95","127.03","126.67","-0.15%"
"09/12/2017","126.91","127.25","127.25","126.83","-0.27%"
"09/11/2017","127.25","127.52","127.55","127.14","-0.39%"
"09/08/2017","127.75","127.86","128.11","127.64","-0.02%"
"09/07/2017","127.77","127.39","127.95","127.39","0.34%"
"09/06/2017","127.34","127.72","127.81","127.33","-0.26%"
"09/05/2017","127.67","127.17","127.72","127.02","0.70%"
"09/04/2017","126.78","126.85","126.94","126.76","-0.05%"
"09/03/2017","126.84","126.92","126.92","126.82","-0.09%"
"09/01/2017","126.95","127.27","127.48","126.88","-0.24%"
"08/31/2017","127.25","127.14","127.30","126.98","0.13%"
"08/30/2017","127.08","127.20","127.23","126.98","-0.09%"
"08/29/2017","127.19","127.03","127.59","127.03","0.15%"
"08/28/2017","127.00","126.88","127.00","126.80","0.09%"
"08/25/2017","126.88","126.67","126.95","126.62","0.15%"
"08/24/2017","126.69","126.94","126.95","126.67","-0.18%"
"08/23/2017","126.92","126.56","126.95","126.50","0.28%"
"08/22/2017","126.56","126.86","126.88","126.53","-0.22%"
"08/21/2017","126.84","126.72","126.91","126.59","0.07%"
"08/18/2017","126.75","126.80","127.05","126.56","0.02%"
"08/17/2017","126.72","126.52","126.84","126.34","0.16%"
"08/16/2017","126.52","126.11","126.58","126.00","0.29%"
"08/15/2017","126.16","126.55","126.56","126.02","-0.31%"
"08/14/2017","126.55","126.75","126.80","126.44","-0.21%"
"08/11/2017","126.81","126.67","126.88","126.55","0.20%"
"08/10/2017","126.56","126.27","126.67","126.19","0.17%"
"08/09/2017","126.34","126.16","126.58","126.16","0.25%"
"08/08/2017","126.02","126.17","126.23","125.91","-0.12%"
"08/07/2017","126.17","126.09","126.22","125.94","0.07%"
"08/04/2017","126.08","126.39","126.44","125.91","-0.22%"
"08/03/2017","126.36","126.05","126.47","126.03","0.20%"
"08/02/2017","126.11","126.19","126.27","125.97","-0.10%"
"08/01/2017","126.23","125.84","126.25","125.67","0.27%"
"07/31/2017","125.89","125.92","126.05","125.83","-0.05%"
"07/28/2017","125.95","125.81","125.98","125.55","0.10%"
"07/27/2017","125.83","125.95","126.05","125.66","-0.15%"
"07/26/2017","126.02","125.50","126.06","125.48","0.35%"
"07/25/2017","125.58","126.14","126.20","125.48","-0.46%"
"07/24/2017","126.16","126.28","126.38","126.08","-0.12%"
"07/21/2017","126.31","126.08","126.38","126.03","0.20%"
"07/20/2017","126.06","126.02","126.27","125.97","0.01%"
"07/19/2017","126.05","126.11","126.19","125.95","-0.05%"
"07/18/2017","126.11","125.69","126.17","125.67","0.29%"
"07/17/2017","125.75","125.58","125.83","125.56","0.06%"
"07/14/2017","125.67","125.41","126.03","125.33","0.21%"
"07/13/2017","125.41","125.55","125.67","125.27","-0.09%"
"07/12/2017","125.52","125.17","125.73","125.14","0.28%"
"07/11/2017","125.17","125.03","125.23","124.88","0.07%"
"07/10/2017","125.08","124.91","125.14","124.86","0.19%"
"07/07/2017","124.84","125.02","125.11","124.80","-0.11%"
"07/06/2017","124.98","125.31","125.34","124.80","-0.19%"
"07/05/2017","125.22","125.09","125.50","124.98","0.00%"
"07/04/2017","125.22","125.12","125.50","125.09","0.09%"
"07/03/2017","125.11","125.52","125.61","125.03","-0.33%"
"06/30/2017","125.53","125.83","125.89","125.45","-0.22%"
"06/29/2017","125.81","126.17","126.23","125.58","-0.31%"
"06/28/2017","126.20","126.25","126.33","125.88","-0.06%"
"06/27/2017","126.28","126.75","126.84","126.16","-0.39%"
"06/26/2017","126.78","126.73","126.91","126.59","0.04%"
"06/23/2017","126.73","126.69","126.77","126.56","0.05%"
"06/22/2017","126.67","126.61","126.81","126.58","-0.13%"
"06/21/2017","126.84","126.88","126.98","126.69","-0.06%"
"06/20/2017","126.92","126.66","126.91","126.56","0.21%"
"06/19/2017","126.66","127.00","127.05","126.59","-0.20%"
"06/16/2017","126.92","126.83","127.06","126.72","0.06%"
"06/15/2017","126.84","127.23","127.23","126.81","-0.21%"
"06/14/2017","127.11","126.56","127.55","126.56","0.39%"
"06/13/2017","126.61","126.53","126.62","126.45","0.04%"
"06/12/2017","126.56","126.56","126.73","126.47","-0.08%"
"06/09/2017","126.66","126.84","126.88","126.42","-0.03%"
"06/08/2017","126.70","126.77","126.80","126.48","-0.06%"
"06/07/2017","126.78","127.02","127.03","126.75","-0.19%"
"06/06/2017","127.02","126.75","127.14","126.73","0.23%"
"06/05/2017","126.73","126.86","126.94","126.66","-0.13%"
"06/02/2017","126.89","126.48","127.03","126.39","0.35%"
"06/01/2017","126.45","126.47","126.50","126.23","-0.09%"
"05/31/2017","126.56","126.44","126.56","126.27","0.09%"
"05/30/2017","126.44","126.17","126.50","126.05","0.40%"
"05/29/2017","125.93","125.85","125.97","125.76","0.04%"
"05/28/2017","125.88","125.87","125.90","125.87","-0.25%"
"05/26/2017","126.19","126.12","126.38","126.12","0.02%"
"05/25/2017","126.17","126.19","126.25","126.05","0.09%"
"05/24/2017","126.06","125.88","126.22","125.77","0.16%"
"05/23/2017","125.86","126.09","126.34","125.81","-0.21%"
"05/22/2017","126.12","126.23","126.27","126.05","-0.06%"
"05/19/2017","126.19","126.28","126.36","126.05","-0.07%"
"05/18/2017","126.28","126.44","126.72","126.16","-0.11%"
"05/17/2017","126.42","125.55","126.45","125.55","0.69%"
"05/16/2017","125.55","125.44","125.72","125.28","0.08%"
"05/15/2017","125.45","125.53","125.64","125.34","-0.02%"
"05/12/2017","125.47","125.02","125.59","124.98","0.44%"
"05/11/2017","124.92","124.80","125.05","124.72","0.09%"
"05/10/2017","124.81","124.89","125.17","124.78","-0.02%"
"05/09/2017","124.83","124.95","125.06","124.75","-0.18%"
"05/08/2017","125.06","125.09","125.42","124.94","-0.13%"
"05/05/2017","125.22","125.16","125.34","124.86","0.04%"
"05/04/2017","125.17","125.47","125.48","125.06","-0.30%"
"05/03/2017","125.55","125.78","125.83","125.41","-0.12%"
"05/02/2017","125.70","125.53","125.81","125.34","0.18%"
"05/01/2017","125.47","125.72","125.80","125.33","-0.20%"
"04/28/2017","125.72","125.66","125.75","125.28","0.06%"
"04/27/2017","125.64","125.59","125.78","125.44","0.06%"
"04/26/2017","125.56","125.36","125.62","125.22","0.12%"
"04/25/2017","125.41","125.81","125.86","125.27","-0.31%"
"04/24/2017","125.80","125.47","125.86","125.20","-0.21%"
"04/21/2017","126.06","126.02","126.28","125.91","0.09%"
"04/20/2017","125.95","126.22","126.34","125.83","-0.26%"
"04/19/2017","126.28","126.58","126.59","126.09","-0.19%"
"04/18/2017","126.52","125.88","126.62","125.81","0.48%"
"04/17/2017","125.91","126.23","126.41","125.81","-0.13%"
"04/13/2017","126.08","125.97","126.25","125.75","0.49%"
"04/12/2017","125.47","125.48","126.00","125.36","-0.01%"
"04/11/2017","125.48","124.88","125.56","124.88","0.46%"
"04/10/2017","124.91","124.77","125.05","124.62","0.08%"
"04/07/2017","124.81","125.12","125.78","124.72","-0.25%"
"04/06/2017","125.12","125.20","125.30","124.94","0.06%"
"04/05/2017","125.05","124.92","125.30","124.75","0.02%"
"04/04/2017","125.03","125.20","125.36","124.89","0.00%"
"04/03/2017","125.03","124.59","125.23","124.50","0.38%"
"03/31/2017","124.56","124.33","124.62","124.23","0.18%"
"03/30/2017","124.34","124.62","124.69","124.27","-0.19%"
"03/29/2017","124.58","124.28","124.66","124.20","0.18%"
"03/28/2017","124.36","124.64","124.83","124.27","-0.25%"
"03/27/2017","124.67","124.42","124.92","124.42","0.11%"
"03/24/2017","124.53","124.33","124.59","124.22","0.10%"
"03/23/2017","124.41","124.45","124.62","124.19","-0.54%"
"03/22/2017","125.08","124.98","125.28","124.97","0.14%"
"03/21/2017","124.91","124.69","125.05","124.48","0.19%"
"03/20/2017","124.67","124.41","124.69","124.41","0.23%"
"03/17/2017","124.39","124.14","124.55","124.12","0.13%"
"03/16/2017","124.23","124.41","124.48","124.11","-0.13%"
"03/15/2017","124.39","123.67","124.45","123.56","0.67%"
"03/14/2017","123.56","123.39","123.67","123.33","0.07%"
"03/13/2017","123.47","123.67","123.81","123.36","-0.15%"
"03/10/2017","123.66","123.34","123.81","123.31","0.15%"
"03/09/2017","123.47","123.66","123.75","123.34","-0.24%"
"03/08/2017","123.77","124.03","124.09","123.50","-0.23%"
"03/07/2017","124.05","124.16","124.22","123.98","-0.11%"
"03/06/2017","124.19","124.14","124.44","124.11","0.02%"
"03/03/2017","124.17","124.12","124.25","123.88","0.07%"
"03/02/2017","124.08","124.30","124.36","123.94","-0.16%"
"03/01/2017","124.28","124.80","124.80","124.17","-0.66%"
"02/28/2017","125.11","125.16","125.36","124.67","-0.02%"
"02/27/2017","125.14","125.64","125.64","125.11","-0.37%"
"02/24/2017","125.61","125.16","125.67","125.08","0.45%"
"02/23/2017","125.05","124.78","125.16","124.73","0.22%"
"02/22/2017","124.77","124.67","124.98","124.44","0.06%"
"02/21/2017","124.70","124.69","124.80","124.39","0.06%"
"02/20/2017","124.62","124.69","124.72","124.57","-0.07%"
"02/19/2017","124.71","124.70","124.75","124.68","0.01%"
"02/17/2017","124.70","124.44","124.91","124.34","0.20%"
"02/16/2017","124.45","124.00","124.53","123.95","0.39%"
"02/15/2017","123.97","124.20","124.27","123.77","-0.21%"
"02/14/2017","124.23","124.55","124.62","123.97","-0.29%"
"02/13/2017","124.59","124.73","124.75","124.44","-0.15%"
"02/10/2017","124.78","124.92","124.92","124.62","-0.11%"
"02/09/2017","124.92","125.48","125.48","124.84","-0.35%"
"02/08/2017","125.36","125.05","125.56","124.98","0.20%"
"02/07/2017","125.11","124.94","125.31","124.75","0.14%"
"02/06/2017","124.94","124.42","125.02","124.41","0.53%"
"02/03/2017","124.28","124.34","124.83","124.09","-0.08%"
"02/02/2017","124.38","124.31","124.70","124.23","0.04%"
"02/01/2017","124.33","124.45","124.47","123.91","-0.11%"
"01/31/2017","124.47","124.14","124.67","124.06","0.20%"
"01/30/2017","124.22","124.20","124.36","124.06","0.04%"
"01/27/2017","124.17","123.97","124.19","123.80","0.16%"
"01/26/2017","123.97","123.92","124.02","123.56","0.13%"
"01/25/2017","123.81","124.30","124.39","123.73","-0.33%"
"01/24/2017","124.22","124.86","124.94","124.20","-0.47%"
"01/23/2017","124.81","124.17","124.98","124.16","0.47%"
"01/20/2017","124.22","124.06","124.30","123.78","0.04%"
"01/19/2017","124.17","124.31","124.48","123.86","-0.44%"
"01/18/2017","124.72","125.23","125.28","124.31","-0.41%"
"01/17/2017","125.23","124.70","125.42","124.69","0.32%"
"01/16/2017","124.83","124.82","125.03","124.69","-0.01%"
"01/15/2017","124.84","124.73","124.85","124.72","0.05%"
"01/13/2017","124.78","124.88","125.31","124.34","-0.09%"
"01/12/2017","124.89","124.77","125.33","124.75","0.06%"
"01/11/2017","124.81","124.78","125.20","124.58","0.03%"
"01/10/2017","124.77","124.83","124.92","124.62","-0.01%"
"01/09/2017","124.78","124.39","124.86","124.23","0.30%"
"01/06/2017","124.41","124.95","125.33","124.31","-0.34%"
"01/05/2017","124.83","124.20","125.03","124.11","0.58%"
"01/04/2017","124.11","124.14","124.28","123.86","0.00%"
"01/03/2017","124.11","124.12","124.23","123.58","0.06%"
"01/02/2017","124.04","124.10","124.10","123.94","-0.19%"
"12/30/2016","124.28","123.97","124.33","123.86","0.27%"
"12/29/2016","123.94","123.64","124.08","123.61","0.24%"
"12/28/2016","123.64","123.19","123.69","123.16","0.36%"
"12/27/2016","123.20","123.34","123.34","123.09","-0.07%"
"12/26/2016","123.29","123.28","123.29","123.28","-0.06%"
"12/23/2016","123.36","123.27","123.47","123.20","0.07%"
"12/22/2016","123.27","123.36","123.42","123.05","-0.02%"
"12/21/2016","123.30","123.22","123.38","123.02","-0.52%"
"12/20/2016","123.94","124.00","124.00","123.70","-0.07%"
"12/19/2016","124.03","123.66","124.16","123.66","0.34%"
"12/16/2016","123.61","123.55","123.86","123.53","-0.07%"
"12/15/2016","123.70","123.86","123.86","123.30","-0.37%"
"12/14/2016","124.16","124.89","125.12","123.84","-0.41%"
"12/13/2016","124.67","124.88","125.08","124.62","-0.08%"
"12/12/2016","124.77","124.61","124.84","124.31","-0.02%"
"12/09/2016","124.80","125.00","125.28","124.67","-0.38%"
"12/08/2016","125.28","125.61","125.61","124.95","-0.22%"
"12/07/2016","125.55","125.23","125.58","125.14","0.28%"
"12/06/2016","125.20","125.16","125.34","125.12","0.01%"
"12/05/2016","125.19","125.61","125.77","124.73","-0.03%"
"12/02/2016","125.23","124.73","125.38","124.73","0.40%"
"12/01/2016","124.73","125.09","125.17","124.34","-0.40%"
"11/30/2016","125.23","125.80","125.83","124.98","-0.43%"
"11/29/2016","125.77","125.70","125.83","125.36","0.10%"
"11/28/2016","125.64","125.36","125.73","125.31","0.35%"
"11/25/2016","125.20","125.38","125.39","124.80","0.06%"
"11/24/2016","125.12","125.34","125.37","125.09","-0.19%"
"11/23/2016","125.36","125.72","125.92","124.86","-0.27%"
"11/22/2016","125.70","125.80","125.97","125.55","0.12%"
"11/21/2016","125.55","125.38","125.88","125.31","-0.01%"
"11/18/2016","125.56","125.84","126.16","125.31","-0.41%"
"11/17/2016","126.08","126.50","126.77","125.83","-0.31%"
"11/16/2016","126.47","126.58","126.69","125.89","0.04%"
"11/15/2016","126.42","126.41","126.98","126.33","-0.19%"
"11/14/2016","126.66","127.22","127.22","125.95","-0.40%"
"11/11/2016","127.17","127.36","127.69","127.08","-0.31%"
"11/10/2016","127.56","128.09","128.50","127.30","-0.37%"
"11/09/2016","128.03","129.52","131.00","127.83","-1.14%"
"11/08/2016","129.50","129.84","130.00","129.34","-0.26%"
"11/07/2016","129.84","129.86","130.00","129.77","-0.31%"
"11/04/2016","130.25","130.02","130.38","129.94","0.17%"
"11/03/2016","130.03","130.00","130.31","129.80","0.00%"
"11/02/2016","130.03","129.73","130.27","129.72","0.18%"
"11/01/2016","129.80","129.67","129.91","129.27","0.14%"
"10/31/2016","129.62","129.59","129.72","129.48","0.05%"
"10/28/2016","129.55","129.42","129.67","129.20","0.02%"
"10/27/2016","129.52","129.89","129.91","129.30","-0.32%"
"10/26/2016","129.94","130.19","130.30","129.86","-0.18%"
"10/25/2016","130.17","130.14","130.31","129.94","0.00%"
"10/24/2016","130.17","130.36","130.48","130.08","-0.13%"
"10/21/2016","130.34","130.19","130.41","130.14","0.05%"
"10/20/2016","130.28","130.31","130.48","130.12","0.01%"
"10/19/2016","130.27","130.36","130.45","130.12","-0.02%"
"10/18/2016","130.30","130.14","130.36","129.98","0.14%"
"10/17/2016","130.12","129.80","130.20","129.70","0.20%"
"10/14/2016","129.86","130.14","130.22","129.77","-0.25%"
"10/13/2016","130.19","129.89","130.27","129.88","0.29%"
"10/12/2016","129.81","129.84","129.91","129.53","-0.06%"
"10/11/2016","129.89","129.81","130.03","129.69","0.07%"
"10/10/2016","129.80","130.11","130.17","129.66","-0.20%"
"10/07/2016","130.06","130.00","130.22","129.72","0.08%"
"10/06/2016","129.95","130.23","130.39","129.94","-0.21%"
"10/05/2016","130.22","130.47","130.61","130.09","-0.21%"
"10/04/2016","130.50","130.92","131.03","130.44","-0.34%"
"10/03/2016","130.95","131.22","131.23","130.91","-0.13%"
"09/30/2016","131.12","131.50","131.73","131.06","-0.33%"
"09/29/2016","131.55","131.38","131.67","131.17","0.08%"
"09/28/2016","131.44","131.52","131.62","131.33","-0.07%"
"09/27/2016","131.53","131.36","131.67","131.14","0.17%"
"09/26/2016","131.31","131.06","131.45","131.00","0.21%"
"09/23/2016","131.03","130.92","131.08","130.86","0.13%"
"09/22/2016","130.86","130.70","131.09","130.66","-0.40%"
"09/21/2016","131.38","131.42","131.56","131.19","-0.08%"
"09/20/2016","131.48","131.33","131.66","131.33","0.05%"
"09/19/2016","131.42","131.53","131.56","131.31","0.01%"
"09/16/2016","131.41","131.58","131.80","131.39","-0.03%"
"09/15/2016","131.45","131.38","131.72","131.17","0.01%"
"09/14/2016","131.44","131.03","131.47","131.03","0.36%"
"09/13/2016","130.97","131.50","131.73","130.81","-0.37%"
"09/12/2016","131.45","131.25","131.58","131.16","0.11%"
"09/09/2016","131.31","131.77","131.83","131.27","-0.27%"
"09/08/2016","131.67","132.28","132.36","131.62","-0.48%"
"09/07/2016","132.30","132.33","132.48","132.22","0.00%"
"09/06/2016","132.30","131.67","132.36","131.56","1.23%"
"09/05/2016","130.69","130.66","130.78","130.62","0.01%"
"09/04/2016","130.68","130.75","130.75","130.66","-0.79%"
"09/02/2016","131.72","131.83","132.25","131.47","-0.13%"
"09/01/2016","131.89","131.73","132.02","131.39","0.01%"
"08/31/2016","131.88","131.92","132.08","131.72","-0.01%"
"08/30/2016","131.89","131.97","132.03","131.69","-0.05%"
"08/29/2016","131.95","131.38","132.00","131.30","0.43%"
"08/26/2016","131.38","132.05","132.44","131.36","-0.51%"
"08/25/2016","132.06","132.19","132.30","132.00","-0.12%"
"08/24/2016","132.22","132.28","132.36","132.11","0.00%"
"08/23/2016","132.22","132.27","132.42","132.05","-0.05%"
"08/22/2016","132.28","131.89","132.31","131.69","0.25%"
"08/19/2016","131.95","132.42","132.44","131.83","-0.32%"
"08/18/2016","132.38","132.22","132.48","132.08","0.20%"
"08/17/2016","132.11","132.00","132.39","131.83","0.08%"
"08/16/2016","132.00","132.22","132.64","131.88","-0.19%"
"08/15/2016","132.25","132.55","132.70","132.17","-0.21%"
"08/12/2016","132.53","132.09","132.91","132.03","0.36%"
"08/11/2016","132.05","132.70","132.78","132.00","-0.51%"
"08/10/2016","132.73","132.31","132.78","132.31","0.29%"
"08/09/2016","132.34","131.98","132.42","131.92","0.22%"
"08/08/2016","132.05","132.05","132.20","131.80","-0.07%"
"08/05/2016","132.14","133.02","133.06","132.05","-0.61%"
"08/04/2016","132.95","132.58","133.09","132.45","0.28%"
"08/03/2016","132.58","132.41","132.64","132.27","0.02%"
"08/02/2016","132.55","132.59","132.72","132.20","-0.19%"
"08/01/2016","132.80","133.12","133.12","132.56","-0.19%"
"07/29/2016","133.05","132.66","133.14","132.11","0.37%"
"07/28/2016","132.56","132.64","132.75","132.34","0.01%"
"07/27/2016","132.55","132.14","132.67","131.83","0.33%"
"07/26/2016","132.12","132.03","132.34","131.86","0.05%"
"07/25/2016","132.06","132.12","132.27","131.89","-0.05%"
"07/22/2016","132.12","132.30","132.52","131.91","-0.08%"
"07/21/2016","132.23","131.97","132.34","131.61","0.19%"
"07/20/2016","131.98","132.30","132.33","131.86","-0.19%"
"07/19/2016","132.23","132.05","132.41","132.00","0.15%"
"07/18/2016","132.03","131.94","132.25","131.73","0.11%"
"07/15/2016","131.88","132.34","132.52","131.78","-0.39%"
"07/14/2016","132.39","132.73","132.91","132.19","-0.33%"
"07/13/2016","132.83","132.48","132.94","132.47","0.23%"
"07/12/2016","132.52","133.16","133.25","132.36","-0.48%"
"07/11/2016","133.16","133.86","133.89","133.14","-0.48%"
"07/08/2016","133.80","133.69","134.02","133.05","0.08%"
"07/07/2016","133.69","133.84","133.94","133.34","0.01%"
"07/06/2016","133.67","133.84","134.23","133.58","-0.16%"
"07/05/2016","133.89","133.30","133.98","133.00","0.46%"
"07/04/2016","133.28","133.28","133.34","133.01","0.02%"
"07/03/2016","133.26","133.28","133.30","133.14","0.14%"
"07/01/2016","133.08","133.03","133.92","132.98","0.08%"
"06/30/2016","132.98","132.70","133.23","132.44","-0.06%"
"06/29/2016","133.06","133.19","133.31","132.69","-0.14%"
